,feature,encoding,weight,encoding_orig
358,vectortyp_kleinraum_Radkersburg,bin,0.0016181229773462784,nominal_multi
359,vectortyp_kleinraum_Sântimbru,bin,0.0016181229773462784,nominal_multi
360,vectortyp_kleinraum_Rann,bin,0.0016181229773462784,nominal_multi
361,vectortyp_kleinraum_St. Leonhard,bin,0.0016181229773462784,nominal_multi
362,vectortyp_kleinraum_Dietrichstein,bin,0.0016181229773462784,nominal_multi
363,vectortyp_kleinraum_Calliano,bin,0.0016181229773462784,nominal_multi
364,vectortyp_kleinraum_Kufstein,bin,0.0016181229773462784,nominal_multi
365,vectortyp_kleinraum_Ulm,bin,0.0016181229773462784,nominal_multi
366,vectortyp_kleinraum_Dregely,bin,0.0016181229773462784,nominal_multi
367,vectortyp_kleinraum_Temeswar,bin,0.0016181229773462784,nominal_multi
368,vectortyp_kleinraum_Vicenza,bin,0.0016181229773462784,nominal_multi
369,vectortyp_kleinraum_Budatschki,bin,0.0016181229773462784,nominal_multi
370,vectortyp_kleinraum_Raab,bin,0.0016181229773462784,nominal_multi
371,vectortyp_kleinraum_Gradisca,bin,0.0016181229773462784,nominal_multi
372,vectortyp_kleinraum_Ingolstadt,bin,0.0016181229773462784,nominal_multi
373,vectortyp_kleinraum_St. Gotthard,bin,0.0016181229773462784,nominal_multi
374,vectortyp_kleinraum_Absam,bin,0.0016181229773462784,nominal_multi
375,vectortyp_kleinraum_Landau,bin,0.0016181229773462784,nominal_multi
376,vectortyp_kleinraum_Malplaquet,bin,0.0016181229773462784,nominal_multi
377,vectortyp_kleinraum_Saragossa,bin,0.0016181229773462784,nominal_multi
378,vectortyp_kleinraum_Trautenau,bin,0.0016181229773462784,nominal_multi
379,vectortyp_kleinraum_Znojmo,bin,0.0016181229773462784,nominal_multi
380,vectortyp_kleinraum_Anschach,bin,0.0016181229773462784,nominal_multi
381,vectortyp_kleinraum_Spinges,bin,0.0016181229773462784,nominal_multi
382,vectortyp_kleinraum_Spings,bin,0.0016181229773462784,nominal_multi
383,vectortyp_kleinraum_Stockach,bin,0.0016181229773462784,nominal_multi
384,vectortyp_kleinraum_Tarvisio,bin,0.0016181229773462784,nominal_multi
385,vectortyp_kleinraum_Bozen,bin,0.0016181229773462784,nominal_multi
386,vectortyp_kleinraum_Kulm,bin,0.0016181229773462784,nominal_multi
387,vectortyp_kleinraum_Tolentino,bin,0.0016181229773462784,nominal_multi
388,vectortyp_kleinraum_Pleterje,bin,0.0016181229773462784,nominal_multi
389,vectortyp_kleinraum_Laxenburg,bin,0.0016181229773462784,nominal_multi
390,vectortyp_kleinraum_Phyrn,bin,0.0016181229773462784,nominal_multi
391,vectortyp_kleinraum_Aspern,bin,0.0016181229773462784,nominal_multi
392,vectortyp_kleinraum_Mailand,bin,0.0016181229773462784,nominal_multi
393,vectortyp_kleinraum_Adria,bin,0.0016181229773462784,nominal_multi
394,vectortyp_kleinraum_Lissa,bin,0.0016181229773462784,nominal_multi
395,vectortyp_kleinraum_Queretaro,bin,0.0016181229773462784,nominal_multi
396,vectortyp_kleinraum_Villach,bin,0.0016181229773462784,nominal_multi
397,vectortyp_kleinraum_Ofen,bin,0.0016181229773462784,nominal_multi
398,vectortyp_kleinraum_Laxenbrug,bin,0.0016181229773462784,nominal_multi
399,vectortyp_kleinraum_Innsbruck,bin,0.0016181229773462784,nominal_multi
400,vectortyp_kleinraum_Klagenfurt,bin,0.0016181229773462784,nominal_multi
401,vectortyp_kleinraum_Olmütz,bin,0.0016181229773462784,nominal_multi
402,vectortyp_kleinraum_Trasimenischer See,bin,0.0016181229773462784,nominal_multi
403,vectortyp_kleinraum_Donau,bin,0.0016181229773462784,nominal_multi
404,vectortyp_kleinraum_Alexandria,bin,0.0016181229773462784,nominal_multi
405,vectortyp_kleinraum_Altenstein,bin,0.0016181229773462784,nominal_multi
406,vectortyp_kleinraum_Leitmeritz,bin,0.0016181229773462784,nominal_multi
407,vectortyp_kleinraum_Rathenow,bin,0.0016181229773462784,nominal_multi
408,vectortyp_kleinraum_Höchstädt,bin,0.0016181229773462784,nominal_multi
409,vectortyp_kleinraum_Friedrichshall,bin,0.0016181229773462784,nominal_multi
410,vectortyp_kleinraum_Auerstädt,bin,0.0016181229773462784,nominal_multi
411,vectortyp_kleinraum_Hase,bin,0.0016181229773462784,nominal_multi
412,vectortyp_kleinraum_Wittenfelde,bin,0.0016181229773462784,nominal_multi
413,vectortyp_kleinraum_Königspfalz Attigny,bin,0.0016181229773462784,nominal_multi
414,vectortyp_kleinraum_Turin,bin,0.0016181229773462784,nominal_multi
415,vectortyp_kleinraum_Teutoburger Wald,bin,0.0016181229773462784,nominal_multi
416,vectortyp_kleinraum_Ingelheim,bin,0.0016181229773462784,nominal_multi
417,vectortyp_kleinraum_Stübeckshorn,bin,0.0016181229773462784,nominal_multi
418,vectortyp_kleinraum_Lützen,bin,0.0016181229773462784,nominal_multi
419,vectortyp_kleinraum_Wirgendorf,bin,0.0016181229773462784,nominal_multi
420,vectortyp_kleinraum_Bad Wildbad,bin,0.0016181229773462784,nominal_multi
421,vectortyp_kleinraum_Rüdesheim,bin,0.0016181229773462784,nominal_multi
422,vectortyp_kleinraum_Vogelherd,bin,0.0016181229773462784,nominal_multi
423,vectortyp_kleinraum_Coburg,bin,0.0016181229773462784,nominal_multi
424,vectortyp_kleinraum_Mons Lactarius,bin,0.0016181229773462784,nominal_multi
425,vectortyp_kleinraum_Naumburg (Saale),bin,0.0016181229773462784,nominal_multi
426,vectortyp_kleinraum_Sempach,bin,0.0016181229773462784,nominal_multi
427,vectortyp_kleinraum_Losensteinleiten,bin,0.0016181229773462784,nominal_multi
428,vectortyp_kleinraum_Burg Falkenstein,bin,0.0016181229773462784,nominal_multi
429,vectortyp_kleinraum_Lüneburg,bin,0.0016181229773462784,nominal_multi
430,vectortyp_kleinraum_Wörth,bin,0.0016181229773462784,nominal_multi
431,vectortyp_kleinraum_Vionville,bin,0.0016181229773462784,nominal_multi
432,vectortyp_kleinraum_Belfort,bin,0.0016181229773462784,nominal_multi
433,vectortyp_kleinraum_Lemarsee,bin,0.0016181229773462784,nominal_multi
434,vectortyp_kleinraum_Sirmium,bin,0.0016181229773462784,nominal_multi
435,vectortyp_kleinraum_Corvey,bin,0.0016181229773462784,nominal_multi
436,vectortyp_kleinraum_Chillon,bin,0.0016181229773462784,nominal_multi
437,vectortyp_kleinraum_Bernburg,bin,0.0016181229773462784,nominal_multi
438,vectortyp_kleinraum_Cambrai,bin,0.0016181229773462784,nominal_multi
439,vectortyp_kleinraum_Halle,bin,0.0016181229773462784,nominal_multi
440,vectortyp_kleinraum_Weser,bin,0.0016181229773462784,nominal_multi
441,vectortyp_kleinraum_Sylt,bin,0.0016181229773462784,nominal_multi
442,vectortyp_kleinraum_Italien,bin,0.0016181229773462784,nominal_multi
443,vectortyp_kleinraum_Taginae,bin,0.0016181229773462784,nominal_multi
444,vectortyp_kleinraum_Landeck,bin,0.0016181229773462784,nominal_multi
445,vectortyp_kleinraum_Eresburg,bin,0.0016181229773462784,nominal_multi
446,vectortyp_kleinraum_Helgoland,bin,0.0016181229773462784,nominal_multi
447,vectortyp_kleinraum_Wessobrunn,bin,0.0016181229773462784,nominal_multi
448,vectortyp_kleinraum_Wissembourg,bin,0.0016181229773462784,nominal_multi
449,vectortyp_kleinraum_Burg,bin,0.0016181229773462784,nominal_multi
450,vectortyp_kleinraum_Pombia,bin,0.0016181229773462784,nominal_multi
451,vectortyp_kleinraum_Capo Colonna,bin,0.0016181229773462784,nominal_multi
452,vectortyp_kleinraum_Rossano,bin,0.0016181229773462784,nominal_multi
453,vectortyp_kleinraum_Bodfeld,bin,0.0016181229773462784,nominal_multi
454,vectortyp_kleinraum_Canossa,bin,0.0016181229773462784,nominal_multi
455,vectortyp_kleinraum_Speyer,bin,0.0016181229773462784,nominal_multi
456,vectortyp_kleinraum_Chiavenna,bin,0.0016181229773462784,nominal_multi
457,vectortyp_kleinraum_Akkon,bin,0.0016181229773462784,nominal_multi
458,vectortyp_kleinraum_Stahleck,bin,0.0016181229773462784,nominal_multi
459,vectortyp_kleinraum_Nordhausen,bin,0.0016181229773462784,nominal_multi
460,vectortyp_kleinraum_Hagen,bin,0.0016181229773462784,nominal_multi
461,vectortyp_kleinraum_Cosenza,bin,0.0016181229773462784,nominal_multi
462,vectortyp_kleinraum_Pisa,bin,0.0016181229773462784,nominal_multi
463,vectortyp_kleinraum_Braunschweig,bin,0.0016181229773462784,nominal_multi
464,vectortyp_kleinraum_Luceria,bin,0.0016181229773462784,nominal_multi
465,vectortyp_kleinraum_Hoogwoud,bin,0.0016181229773462784,nominal_multi
466,vectortyp_kleinraum_Caub,bin,0.0016181229773462784,nominal_multi
467,vectortyp_kleinraum_Falkenstein,bin,0.0016181229773462784,nominal_multi
468,vectortyp_kleinraum_Königsfelden,bin,0.0016181229773462784,nominal_multi
469,vectortyp_kleinraum_Eltville am Rhein,bin,0.0016181229773462784,nominal_multi
470,vectortyp_kleinraum_Jagsthausen,bin,0.0016181229773462784,nominal_multi
471,vectortyp_kleinraum_Dalheim,bin,0.0016181229773462784,nominal_multi
472,vectortyp_kleinraum_Jüterbog,bin,0.0016181229773462784,nominal_multi
473,vectortyp_kleinraum_Rakovica,bin,0.0016181229773462784,nominal_multi
474,vectortyp_kleinraum_Rain (Lech),bin,0.0016181229773462784,nominal_multi
475,vectortyp_kleinraum_Schmeheim,bin,0.0016181229773462784,nominal_multi
476,vectortyp_kleinraum_Brieg,bin,0.0016181229773462784,nominal_multi
477,vectortyp_kleinraum_Glogau,bin,0.0016181229773462784,nominal_multi
478,vectortyp_kleinraum_Mollwitz,bin,0.0016181229773462784,nominal_multi
479,vectortyp_kleinraum_Moys,bin,0.0016181229773462784,nominal_multi
480,vectortyp_kleinraum_Bunzelwitz,bin,0.0016181229773462784,nominal_multi
481,vectortyp_kleinraum_Bayreuth,bin,0.0016181229773462784,nominal_multi
482,vectortyp_kleinraum_Rexpoede,bin,0.0016181229773462784,nominal_multi
483,vectortyp_kleinraum_Kosel,bin,0.0016181229773462784,nominal_multi
484,vectortyp_kleinraum_Küchelberg,bin,0.0016181229773462784,nominal_multi
485,vectortyp_kleinraum_Dennewitz,bin,0.0016181229773462784,nominal_multi
486,vectortyp_kleinraum_Quatrenras,bin,0.0016181229773462784,nominal_multi
487,vectortyp_kleinraum_Holtrup,bin,0.0016181229773462784,nominal_multi
488,vectortyp_kleinraum_Kolding,bin,0.0016181229773462784,nominal_multi
489,vectortyp_kleinraum_Idstedt,bin,0.0016181229773462784,nominal_multi
490,vectortyp_kleinraum_Friedrichstadt,bin,0.0016181229773462784,nominal_multi
491,vectortyp_kleinraum_Dannewerk,bin,0.0016181229773462784,nominal_multi
492,vectortyp_kleinraum_Langensalza,bin,0.0016181229773462784,nominal_multi
493,vectortyp_kleinraum_Querétaro,bin,0.0016181229773462784,nominal_multi
494,vectortyp_kleinraum_Thionville,bin,0.0016181229773462784,nominal_multi
495,vectortyp_kleinraum_Garzin,bin,0.0016181229773462784,nominal_multi
496,vectortyp_kleinraum_Kremmener Damm,bin,0.0016181229773462784,nominal_multi
497,vectortyp_kleinraum_Kölln,bin,0.0016181229773462784,nominal_multi
498,vectortyp_kleinraum_Pforzheim,bin,0.0016181229773462784,nominal_multi
499,vectortyp_kleinraum_Marienburg,bin,0.0016181229773462784,nominal_multi
500,vectortyp_kleinraum_Rudau,bin,0.0016181229773462784,nominal_multi
501,vectortyp_kleinraum_Tannenberg,bin,0.0016181229773462784,nominal_multi
502,vectortyp_kleinraum_Solothurn,bin,0.0016181229773462784,nominal_multi
503,vectortyp_kleinraum_Dessau,bin,0.0016181229773462784,nominal_multi
504,vectortyp_kleinraum_Donauwörth,bin,0.0016181229773462784,nominal_multi
505,vectortyp_kleinraum_Bardowick,bin,0.0016181229773462784,nominal_multi
506,vectortyp_kleinraum_Leveste,bin,0.0016181229773462784,nominal_multi
507,vectortyp_kleinraum_Hersfeld,bin,0.0016181229773462784,nominal_multi
508,vectortyp_kleinraum_Schmilau,bin,0.0016181229773462784,nominal_multi
509,vectortyp_kleinraum_Ringsted,bin,0.0016181229773462784,nominal_multi
510,vectortyp_kleinraum_Poel,bin,0.0016181229773462784,nominal_multi
511,vectortyp_kleinraum_Walsmühlen,bin,0.0016181229773462784,nominal_multi
512,vectortyp_kleinraum_Vineta,bin,0.0016181229773462784,nominal_multi
513,vectortyp_kleinraum_Wettin,bin,0.0016181229773462784,nominal_multi
514,vectortyp_kleinraum_Elster,bin,0.0016181229773462784,nominal_multi
515,vectortyp_kleinraum_Freiberg,bin,0.0016181229773462784,nominal_multi
516,vectortyp_kleinraum_Lochau,bin,0.0016181229773462784,nominal_multi
517,vectortyp_kleinraum_Sivershausen,bin,0.0016181229773462784,nominal_multi
518,vectortyp_kleinraum_Altenesch,bin,0.0016181229773462784,nominal_multi
519,vectortyp_kleinraum_Eiderstet,bin,0.0016181229773462784,nominal_multi
520,vectortyp_kleinraum_Oldenswort,bin,0.0016181229773462784,nominal_multi
521,vectortyp_kleinraum_Oldenwörden,bin,0.0016181229773462784,nominal_multi
522,vectortyp_kleinraum_Helsingör,bin,0.0016181229773462784,nominal_multi
523,vectortyp_kleinraum_Heide,bin,0.0016181229773462784,nominal_multi
524,vectortyp_kleinraum_Meldorf,bin,0.0016181229773462784,nominal_multi
525,vectortyp_kleinraum_Gevelsberg,bin,0.0016181229773462784,nominal_multi
526,vectortyp_kleinraum_Göppingen,bin,0.0016181229773462784,nominal_multi
527,vectortyp_kleinraum_Besançon,bin,0.0016181229773462784,nominal_multi
528,vectortyp_kleinraum_Lüttich,bin,0.0016181229773462784,nominal_multi
529,vectortyp_kleinraum_Bonn,bin,0.0016181229773462784,nominal_multi
530,vectortyp_kleinraum_Vercelli,bin,0.0016181229773462784,nominal_multi
531,vectortyp_kleinraum_Pfünz,bin,0.0016181229773462784,nominal_multi
532,vectortyp_kleinraum_Deutz,bin,0.0016181229773462784,nominal_multi
533,vectortyp_kleinraum_Olympia,bin,0.0016181229773462784,nominal_multi
534,vectortyp_kleinraum_Kastell Favianis,bin,0.0016181229773462784,nominal_multi
535,vectortyp_kleinraum_Lorsch,bin,0.0016181229773462784,nominal_multi
536,vectortyp_kleinraum_Reichenau,bin,0.0016181229773462784,nominal_multi
537,vectortyp_kleinraum_Harzburg,bin,0.0016181229773462784,nominal_multi
538,vectortyp_kleinraum_Lutter am Barenberge,bin,0.0016181229773462784,nominal_multi
539,vectortyp_kleinraum_Hastings,bin,0.0016181229773462784,nominal_multi
540,vectortyp_kleinraum_Palermo,bin,0.0016181229773462784,nominal_multi
541,vectortyp_kleinraum_Gralsburg,bin,0.0016181229773462784,nominal_multi
542,vectortyp_kleinraum_Liegnitz,bin,0.0016181229773462784,nominal_multi
543,vectortyp_kleinraum_Bodensee,bin,0.0016181229773462784,nominal_multi
544,vectortyp_kleinraum_Viterbo,bin,0.0016181229773462784,nominal_multi
545,vectortyp_kleinraum_Bologna,bin,0.0016181229773462784,nominal_multi
546,vectortyp_kleinraum_Koblenz,bin,0.0016181229773462784,nominal_multi
547,vectortyp_kleinraum_Znaim,bin,0.0016181229773462784,nominal_multi
548,vectortyp_kleinraum_Wimpfen,bin,0.0016181229773462784,nominal_multi
549,vectortyp_kleinraum_Peenemünde,bin,0.0016181229773462784,nominal_multi
550,vectortyp_kleinraum_Rippoldsau,bin,0.0016181229773462784,nominal_multi
551,vectortyp_kleinraum_Solingen,bin,0.0016181229773462784,nominal_multi
552,vectortyp_kleinraum_Kassel,bin,0.0016181229773462784,nominal_multi
553,vectortyp_kleinraum_Cumberland Gap,bin,0.0016181229773462784,nominal_multi
554,vectortyp_kleinraum_Bad Langensalza,bin,0.0016181229773462784,nominal_multi
555,vectortyp_kleinraum_Gotthardtunnel,bin,0.0016181229773462784,nominal_multi
556,vectortyp_kleinraum_Schloss Neuschwanstein,bin,0.0016181229773462784,nominal_multi
557,vectortyp_kleinraum_Kiel,bin,0.0016181229773462784,nominal_multi
558,vectortyp_kleinraum_Agen,bin,0.0016181229773462784,nominal_multi
559,vectortyp_kleinraum_Zürich,bin,0.0016181229773462784,nominal_multi
560,vectortyp_kleinraum_Küsnacht,bin,0.0016181229773462784,nominal_multi
561,vectortyp_kleinraum_Dalarn,bin,0.0016181229773462784,nominal_multi
562,vectortyp_kleinraum_Friedrichsruh,bin,0.0016181229773462784,nominal_multi
563,vectortyp_kleinraum_Walhalla,bin,0.0016181229773462784,nominal_multi
564,vectortyp_kleinraum_Nord-Ostsee-Kanal,bin,0.0016181229773462784,nominal_multi
565,vectortyp_kleinraum_Roncesvalles,bin,0.0016181229773462784,nominal_multi
566,vectortyp_kleinraum_Lechfeld,bin,0.0016181229773462784,nominal_multi
567,vectortyp_kleinraum_Schloss Hammerstein,bin,0.0016181229773462784,nominal_multi
568,vectortyp_kleinraum_Etsch,bin,0.0016181229773462784,nominal_multi
569,vectortyp_kleinraum_Meuchen,bin,0.0016181229773462784,nominal_multi
570,vectortyp_kleinraum_Eckernförde,bin,0.0016181229773462784,nominal_multi
571,vectortyp_kleinraum_Mars-la-Tour,bin,0.0016181229773462784,nominal_multi
572,vectortyp_kleinraum_Tours,bin,0.0016181229773462784,nominal_multi
573,vectortyp_kleinraum_Altmoos,bin,0.0016181229773462784,nominal_multi
574,vectortyp_kleinraum_Neuburg,bin,0.0016181229773462784,nominal_multi
575,vectortyp_kleinraum_Lupstein,bin,0.0016181229773462784,nominal_multi
576,vectortyp_kleinraum_Leerort,bin,0.0016181229773462784,nominal_multi
577,vectortyp_kleinraum_Totenhausen,bin,0.0016181229773462784,nominal_multi
578,vectortyp_kleinraum_Lesbos,bin,0.0016181229773462784,nominal_multi
579,vectortyp_kleinraum_Dodona,bin,0.0016181229773462784,nominal_multi
580,vectortyp_kleinraum_Troja,bin,0.0016181229773462784,nominal_multi
581,vectortyp_kleinraum_Catania,bin,0.0016181229773462784,nominal_multi
582,vectortyp_kleinraum_Argos,bin,0.0016181229773462784,nominal_multi
583,vectortyp_kleinraum_Delphi,bin,0.0016181229773462784,nominal_multi
584,vectortyp_kleinraum_Syrakus,bin,0.0016181229773462784,nominal_multi
585,vectortyp_kleinraum_Pharsalos,bin,0.0016181229773462784,nominal_multi
586,vectortyp_kleinraum_Ätna,bin,0.0016181229773462784,nominal_multi
587,vectortyp_kleinraum_Marathon,bin,0.0016181229773462784,nominal_multi
588,vectortyp_kleinraum_Dardanellen,bin,0.0016181229773462784,nominal_multi
589,vectortyp_kleinraum_Hellespont,bin,0.0016181229773462784,nominal_multi
590,vectortyp_kleinraum_Magnesia,bin,0.0016181229773462784,nominal_multi
591,vectortyp_kleinraum_Mantinea,bin,0.0016181229773462784,nominal_multi
592,vectortyp_kleinraum_Elis,bin,0.0016181229773462784,nominal_multi
593,vectortyp_kleinraum_Chaironea,bin,0.0016181229773462784,nominal_multi
594,vectortyp_kleinraum_Hydaspes,bin,0.0016181229773462784,nominal_multi
595,vectortyp_kleinraum_Megalopolis,bin,0.0016181229773462784,nominal_multi
596,vectortyp_kleinraum_Termopylen,bin,0.0016181229773462784,nominal_multi
597,vectortyp_kleinraum_Asculum,bin,0.0016181229773462784,nominal_multi
598,vectortyp_kleinraum_Gebze,bin,0.0016181229773462784,nominal_multi
599,vectortyp_kleinraum_Pistoria,bin,0.0016181229773462784,nominal_multi
600,vectortyp_kleinraum_Alexandrien,bin,0.0016181229773462784,nominal_multi
601,vectortyp_kleinraum_Tivoli,bin,0.0016181229773462784,nominal_multi
602,vectortyp_kleinraum_Kerkenna-Inseln,bin,0.0016181229773462784,nominal_multi
603,vectortyp_kleinraum_Antiochia,bin,0.0016181229773462784,nominal_multi
604,vectortyp_kleinraum_Subiaco,bin,0.0016181229773462784,nominal_multi
605,vectortyp_kleinraum_Besa,bin,0.0016181229773462784,nominal_multi
606,vectortyp_kleinraum_Aquileja,bin,0.0016181229773462784,nominal_multi
607,vectortyp_kleinraum_Eleusis,bin,0.0016181229773462784,nominal_multi
608,vectortyp_kleinraum_Hohenschwangau,bin,0.0016181229773462784,nominal_multi
609,vectortyp_kleinraum_Milet,bin,0.0016181229773462784,nominal_multi
610,vectortyp_kleinraum_Ägina,bin,0.0016181229773462784,nominal_multi
611,vectortyp_kleinraum_Sphakteria,bin,0.0016181229773462784,nominal_multi
612,vectortyp_kleinraum_Kunaxa,bin,0.0016181229773462784,nominal_multi
613,vectortyp_kleinraum_Delos,bin,0.0016181229773462784,nominal_multi
614,vectortyp_kleinraum_Silarus,bin,0.0016181229773462784,nominal_multi
615,vectortyp_kleinraum_Palmyra,bin,0.0016181229773462784,nominal_multi
616,vectortyp_kleinraum_Pompeji,bin,0.0016181229773462784,nominal_multi
617,vectortyp_kleinraum_Havel,bin,0.0016181229773462784,nominal_multi
618,vectortyp_kleinraum_Fontainebleau,bin,0.0016181229773462784,nominal_multi
619,vectortyp_kleinraum_Nauen,bin,0.0016181229773462784,nominal_multi
620,vectortyp_kleinraum_Angermünde,bin,0.0016181229773462784,nominal_multi
621,vectortyp_kleinraum_Mühlberg,bin,0.0016181229773462784,nominal_multi
622,vectortyp_kleinraum_Burgdorf,bin,0.0016181229773462784,nominal_multi
623,vectortyp_kleinraum_Schirlenhof,bin,0.0016181229773462784,nominal_multi
624,vectortyp_kleinraum_Le Bourget,bin,0.0016181229773462784,nominal_multi
625,vectortyp_kleinraum_Breitenstein,bin,0.0016181229773462784,nominal_multi
626,vectortyp_kleinraum_Idistavisus,bin,0.0016181229773462784,nominal_multi
627,vectortyp_kleinraum_Zülpich,bin,0.0016181229773462784,nominal_multi
628,vectortyp_kleinraum_Wedigenstein,bin,0.0016181229773462784,nominal_multi
629,vectortyp_kleinraum_Lügenfeld,bin,0.0016181229773462784,nominal_multi
630,vectortyp_kleinraum_Tegernsee,bin,0.0016181229773462784,nominal_multi
631,vectortyp_kleinraum_Hohenmölsen,bin,0.0016181229773462784,nominal_multi
632,vectortyp_kleinraum_Saleph,bin,0.0016181229773462784,nominal_multi
633,vectortyp_kleinraum_Tegrinsee,bin,0.0016181229773462784,nominal_multi
634,vectortyp_kleinraum_Siena,bin,0.0016181229773462784,nominal_multi
635,vectortyp_kleinraum_Straubing,bin,0.0016181229773462784,nominal_multi
636,vectortyp_kleinraum_Martinswand,bin,0.0016181229773462784,nominal_multi
637,vectortyp_kleinraum_Rennstieg,bin,0.0016181229773462784,nominal_multi
638,vectortyp_kleinraum_Burg Nanstein,bin,0.0016181229773462784,nominal_multi
639,vectortyp_kleinraum_Ufenau,bin,0.0016181229773462784,nominal_multi
640,vectortyp_kleinraum_Heidelberg,bin,0.0016181229773462784,nominal_multi
641,vectortyp_kleinraum_Ajaccio,bin,0.0016181229773462784,nominal_multi
642,vectortyp_kleinraum_Burglesum,bin,0.0016181229773462784,nominal_multi
643,vectortyp_kleinraum_Saarbrücken,bin,0.0016181229773462784,nominal_multi
644,vectortyp_kleinraum_Donchery,bin,0.0016181229773462784,nominal_multi
645,vectortyp_kleinraum_Detmold,bin,0.0016181229773462784,nominal_multi
646,vectortyp_kleinraum_San Remo,bin,0.0016181229773462784,nominal_multi
647,vectortyp_kleinraum_Reutlingen,bin,0.0016181229773462784,nominal_multi
648,vectortyp_kleinraum_Mantua,bin,0.0016181229773462784,nominal_multi
649,vectortyp_kleinraum_Cortina d’Ampezzo,bin,0.0016181229773462784,nominal_multi
650,vectortyp_kleinraum_Schönberg,bin,0.0016181229773462784,nominal_multi
651,vectortyp_kleinraum_Melleck,bin,0.0016181229773462784,nominal_multi
652,vectortyp_kleinraum_Wesel,bin,0.0016181229773462784,nominal_multi
653,vectortyp_kleinraum_Stargard,bin,0.0016181229773462784,nominal_multi
654,vectortyp_kleinraum_Bazeilles,bin,0.0016181229773462784,nominal_multi
655,vectortyp_kleinraum_Orlans,bin,0.0016181229773462784,nominal_multi
656,vectortyp_kleinraum_St. jakob an der Birs,bin,0.0016181229773462784,nominal_multi
657,vectortyp_kleinraum_Wartenburg,bin,0.0016181229773462784,nominal_multi
658,vectortyp_kleinraum_Saint Cloud,bin,0.0016181229773462784,nominal_multi
659,vectortyp_kleinraum_Pontarlier,bin,0.0016181229773462784,nominal_multi
660,vectortyp_kleinraum_Tauroggen,bin,0.0016181229773462784,nominal_multi
661,vectortyp_kleinraum_Lauingen,bin,0.0016181229773462784,nominal_multi
662,vectortyp_kleinraum_Septimer,bin,0.0016181229773462784,nominal_multi
663,vectortyp_kleinraum_Habsburg,bin,0.0016181229773462784,nominal_multi
664,vectortyp_kleinraum_Meaux,bin,0.0016181229773462784,nominal_multi
665,vectortyp_kleinraum_Ibach,bin,0.0016181229773462784,nominal_multi
666,vectortyp_kleinraum_Yverdun,bin,0.0016181229773462784,nominal_multi
667,vectortyp_kleinraum_Venedig,bin,0.0016181229773462784,nominal_multi
668,vectortyp_kleinraum_Novara,bin,0.0016181229773462784,nominal_multi
669,vectortyp_kleinraum_Marignano,bin,0.0016181229773462784,nominal_multi
670,vectortyp_kleinraum_Bothmar,bin,0.0016181229773462784,nominal_multi
671,vectortyp_kleinraum_Kloster Einsiedeln,bin,0.0016181229773462784,nominal_multi
672,vectortyp_kleinraum_Lavis,bin,0.0016181229773462784,nominal_multi
673,vectortyp_kleinraum_Stuttgart,bin,0.0016181229773462784,nominal_multi
674,vectortyp_kleinraum_Graudenz,bin,0.0016181229773462784,nominal_multi
675,vectortyp_kleinraum_Emmersbach,bin,0.0016181229773462784,nominal_multi
676,vectortyp_kleinraum_Bergen op Zoom,bin,0.0016181229773462784,nominal_multi
677,vectortyp_kleinraum_Brawallamoor,bin,0.0016181229773462784,nominal_multi
678,vectortyp_kleinraum_Hawapalast,bin,0.0016181229773462784,nominal_multi
679,vectortyp_kleinraum_Nida,bin,0.0016181229773462784,nominal_multi
680,vectortyp_kleinraum_Heilbronn,bin,0.0016181229773462784,nominal_multi
681,vectortyp_kleinraum_Langemarck,bin,0.0016181229773462784,nominal_multi
682,vectortyp_kleinraum_Bury St Edmunds,bin,0.0016181229773462784,nominal_multi
683,vectortyp_kleinraum_Memleben,bin,0.0016181229773462784,nominal_multi
684,vectortyp_kleinraum_Bartenstein,bin,0.0016181229773462784,nominal_multi
685,vectortyp_kleinraum_Borkum,bin,0.0016181229773462784,nominal_multi
686,vectortyp_kleinraum_Ems,bin,0.0016181229773462784,nominal_multi
687,vectortyp_kleinraum_Fürth,bin,0.0016181229773462784,nominal_multi
688,vectortyp_kleinraum_Siehdichfür,bin,0.0016181229773462784,nominal_multi
689,vectortyp_kleinraum_Mogersdorf,bin,0.0016181229773462784,nominal_multi
690,vectortyp_kleinraum_Aschensee,bin,0.0016181229773462784,nominal_multi
691,vectortyp_kleinraum_Sanremo,bin,0.0016181229773462784,nominal_multi
692,vectortyp_kleinraum_Kopenhagen,bin,0.0016181229773462784,nominal_multi
693,vectortyp_kleinraum_Müggelsee,bin,0.0016181229773462784,nominal_multi
694,vectortyp_kleinraum_Osnabrück,bin,0.0016181229773462784,nominal_multi
695,vectortyp_kleinraum_Don,bin,0.0016181229773462784,nominal_multi
696,vectortyp_kleinraum_Düna,bin,0.0016181229773462784,nominal_multi
697,vectortyp_kleinraum_Waltham,bin,0.0016181229773462784,nominal_multi
698,vectortyp_kleinraum_Dschalalabad,bin,0.0016181229773462784,nominal_multi
699,vectortyp_kleinraum_Lech,bin,0.0016181229773462784,nominal_multi
700,vectortyp_kleinraum_Salvador,bin,0.0016181229773462784,nominal_multi
701,vectortyp_kleinraum_Sankt Petersburg,bin,0.0016181229773462784,nominal_multi
702,vectortyp_kleinraum_Krähwinkel,bin,0.0016181229773462784,nominal_multi
703,vectortyp_kleinraum_Nesselrath,bin,0.0016181229773462784,nominal_multi
