Text;Jahr;Häufigkeit;Ground Truth?;Ground-Truth Quelle/ID
Fischer, Johann Georg – Die Mordnacht in Zürich;1850;1;0;
Fischer, Johann Georg – Nach Paris;1850;1;0;
Fischer, Johann Georg – Zur letzten Frist;1850;1;0;
Fischer, Julius – Des Königs Traum;1886;1;0;
Fischer, Karl Wilhelm Theodor – Die befreiten Griechen;1874;1;0;
Fischer, Karl Wilhelm Theodor – Philopömen;1874;1;0;
Fischer, Karl Wilhelm Theodor – Telefilla;1874;1;0;
Fischer, Karl Wilhelm Theodor – Theano;1874;1;0;
Fischer, Karl Wilhelm Theodor – Thionville;1874;1;0;
Fitger, Arthur – Das Riesenkind;1874;1;0;
