index,author,author_gnd,author_gnd_available,dnb_gender,dnb_birth,dnb_death,dnb_countries,dnb_occupations,dnb_occupations_count
0,"Blochmann, Johann Christian Ehrenfried Lebrrecht",http://d-nb.info/116202637,True,male,1777.0,1840.0,Deutschland (XA-DE) + Polen (XA-PL),Lyriker + Dramatiker + Pädagoge,3.0
2,"Kosegarten, Ludwig Gotthard",http://d-nb.info/11898618X,True,male,1758.0,1818.0,Deutschland (XA-DE),Theologe + Pfarrer + Hochschullehrer + Schriftsteller + Musiker + Librettist,6.0
3,"Conz, Karl Philipp",https://d-nb.info/gnd/116668237,True,male,1762.0,1827.0,Deutschland (XA-DE),Schriftsteller + Klassischer Philologe + Übersetzer,3.0
4,"Bouterweck, Friedrich",http://d-nb.info/119249111,True,male,1766.0,1828.0,Deutschland (XA-DE),Schriftsteller + Literarhistoriker + Philosoph,3.0
5,"Schiller, Friedrich",http://d-nb.info/118607626,True,male,1759.0,1805.0,Deutschland (XA-DE),Schriftsteller + Dramatiker + Erzähler + Historiker + Hochschullehrer + Librettist,6.0
6,"Schlegel, August Wilhelm",http://d-nb.info/118607960,True,male,1767.0,1845.0,Deutschland (XA-DE),Schriftsteller + Kritiker + Übersetzer + Philologe + Orientalist + Librettist + Hochschullehrer + Literaturwissenschaftler,8.0
8,"Krummacher, Friedrich Adolph",http://d-nb.info/118724789,True,male,1767.0,1845.0,Deutschland (XA-DE),Pfarrer + Schriftsteller + Librettist + Gymnasiallehrer + Hochschullehrer + Superintendent + Generalsuperintendent,7.0
10,"Schubart, Christian Friedrich Daniel",http://d-nb.info/118610953,True,male,1739.0,1791.0,Deutschland (XA-DE),Komponist + Selbstverleger + Schriftsteller + Musiker + Kirchenmusiker + Organist + Lehrer + Publizist + Musikschriftsteller + Theaterdirektor + Journalist,11.0
11,"Herder, Johann Gottfried",http://d-nb.info/118549553,True,male,1744.0,1803.0,Deutschland (XA-DE),Philosoph + Theologe + Schriftsteller + Generalsuperintendent + Schulleiter + Übersetzer,6.0
12,"Schlez, Johann Ferdinand",http://d-nb.info/117643629,True,male,1759.0,1839.0,Deutschland (XA-DE),Pädagoge + Theologe + Kirchenrat + Schriftsteller,4.0
13,"Schreiber, Aloys",(?) http://d-nb.info/100400159,True,male,1763.0,1841.0,Deutschland (XA-DE),Schriftsteller + Reiseschriftsteller + Historiker,3.0
14,Anonym,,False,,,,,,
15,"Jung-Stilling, Johann Heinrich",http://d-nb.info/118558862,True,male,1740.0,1817.0,Deutschland (XA-DE),Schriftsteller + Augenarzt + Volkswirt + Hochschullehrer,4.0
16,"Langbein, August Ernst Friedrich",http://d-nb.info/118569317,True,male,1757.0,1835.0,Deutschland (XA-DE),Schriftsteller + Jurist,2.0
19,"Stolberg-Stolberg, Friedrich Leopold Graf zu",http://d-nb.info/118755552,True,male,1750.0,1819.0,Deutschland (XA-DE) + Dänemark (XA-DK),Schriftsteller + Diplomat,2.0
20,"Wilhelmi, Karl August",(?) http://d-nb.info/117555770,True,male,1770.0,1810.0,Deutschland (XA-DE),Schriftsteller + Arzt + Übersetzer + Lehrer,4.0
24,"Neubeck, Valerius Wilhelm",(?) http://d-nb.info/116945907,True,male,1765.0,1850.0,Deutschland (XA-DE),Schriftsteller + Arzt,2.0
31,"Campe, Joachim Heinrich/Wilhelmi, Karl August",http://d-nb.info/118518658 [Campe],True,male,1746.0,1818.0,Deutschland (XA-DE),Pädagoge + Verleger + Linguist + Theologe + Schriftsteller,5.0
32,"Brinckmann, Karl Gustav von",http://d-nb.info/116519770,True,male,1764.0,1847.0,Schweden (XA-SE),Politiker + Schriftsteller,2.0
35,"Kuhn, Friedrich",http://d-nb.info/116602651,True,male,1774.0,1844.0,Deutschland (XA-DE),Schriftsteller,1.0
39,"Frenkel, Ferdinand Gotthelf",http://d-nb.info/104331089,True,,1787.0,1845.0,"Sonstiges Ausland, Unbekanntes Land (ZZ)",,
46,Adrian,,False,,,,,,
48,"Freudentheil, Wilhelm Nicolaus",http://d-nb.info/116774258,True,male,1771.0,1853.0,Deutschland (XA-DE),Theologe + Pfarrer + Schriftsteller,3.0
55,"Schmidt, Jakob Friedrich",http://d-nb.info/120365901,True,male,1730.0,1796.0,,,
56,"Möller, Arnold Wilhelm",http://d-nb.info/117081213,True,male,1791.0,1864.0,Deutschland (XA-DE),Evangelischer Theologe + Pfarrer + Schriftsteller,3.0
75,"Goll, Huldreich",,False,,,,,,
76,Wetzel,,False,,,,,,
77,"Mahlmann, August",http://d-nb.info/11941077X,True,male,1771.0,1826.0,Deutschland (XA-DE),Schriftsteller + Verleger,2.0
80,"Cramer, Johann Andreas",http://d-nb.info/118973258,True,male,1723.0,1788.0,Deutschland (XA-DE) + Dänemark (XA-DK),Evangelischer Theologe + Pfarrer + Hofprediger + Hochschullehrer + Kirchenlieddichter,5.0
106,"Halem, Gerhard Anton von",http://d-nb.info/118700944,True,male,1752.0,1819.0,Deutschland (XA-DE),Schriftsteller + Jurist + Regierungsrat,3.0
112,Cölln,,False,,,,,,
114,"Braun, Georg Christoph",,False,,,,,,
116,"Kind, Johann Friedrich",http://d-nb.info/118885235,True,male,1768.0,1843.0,Deutschland (XA-DE),Schriftsteller + Librettist + Jurist + Theaterdirektor + Journalist,5.0
117,"Witschel, Johann Heinrich Wilhelm",http://d-nb.info/117415464,True,male,1769.0,1847.0,Deutschland (XA-DE),Evangelischer Theologe + Pfarrer + Schriftsteller,3.0
119,"Nonne, Johann Gottfried Christian",http://d-nb.info/11705397X,True,male,1749.0,1821.0,Deutschland (XA-DE),Pädagoge + Gymnasiallehrer + Schulleiter + Publizist,4.0
123,"Becan, B./Silbert, Johann Peter",http://d-nb.info/115615962,True,male,1772.0,1844.0,Deutschland (XA-DE) + Österreich (XA-AT),Schriftsteller + Theologe,2.0
126,"Tieck, Ludwig",http://d-nb.info/12989432X,True,male,1773.0,1853.0,Deutschland (XA-DE),Schriftsteller + Philologe + Lyriker + Dramatiker + Dramaturg + Übersetzer + Herausgeber + Librettist + Hofrat,9.0
127,"Silbert, Johann Peter",http://d-nb.info/115615962,True,male,1772.0,1844.0,Deutschland (XA-DE) + Österreich (XA-AT),Schriftsteller + Theologe,2.0
129,"Fink, [Gottfried Wilhelm?]",(?) https://d-nb.info/gnd/118687301,True,male,1783.0,1846.0,Deutschland (XA-DE),Komponist + Bratschist + Musiker + Universitätsmusikdirektor + Theologe + Musikkritiker + Musikschriftsteller,7.0
133,"Denis, Johann Michael Cosmus",http://d-nb.info/116071532,True,male,1729.0,1800.0,Österreich (XA-AT) + Deutschland (XA-DE),Schriftsteller + Bibliograf + Bibliothekar + Katholischer Theologe + Priester + Lehrer,6.0
134,"Schottky, Julius Max",http://d-nb.info/117008273,True,male,1797.0,1849.0,Österreich (XA-AT) + Deutschland (XA-DE),Historiker + Journalist + Philologe + Schriftsteller,4.0
137,"Hasse, [Friedrich Christian August?]",(?) http://d-nb.info/116514426,True,male,1773.0,1848.0,Deutschland (XA-DE),Historiker + Jurist + Redakteur + Schriftsteller,4.0
138,Heilmann,,False,,,,,,
139,"Hagenbach, Karl Rudolf",http://d-nb.info/119152711,True,male,1801.0,1874.0,Schweiz (XA-CH),Theologe + Schriftsteller,2.0
141,"Gellert, Christian Fürchtegott",https://d-nb.info/gnd/118538322,True,male,1715.0,1769.0,Deutschland (XA-DE),Schriftsteller + Philosoph + Hochschullehrer + Librettist,4.0
144,"Hess, Johann Jacob",,False,,,,,,
149,"Körner, Theodor",http://d-nb.info/118713507,True,male,1791.0,1813.0,Deutschland (XA-DE),Schriftsteller + Lyriker + Dramatiker + Erzähler + Bergmann + Soldat + Librettist,7.0
150,"Lavater, Johann Caspar",(?) https://d-nb.info/gnd/118570293,True,male,1741.0,1801.0,Schweiz (XA-CH),Theologe + Philosoph + Schriftsteller + Pfarrer + Pädagoge,5.0
160,"Brachmann, Louise",http://d-nb.info/116384697,True,female,1777.0,1822.0,Deutschland (XA-DE),Schriftstellerin + Lyrikerin,2.0
162,Boxhammer,,False,,,,,,
164,"Wieland, Christoph Martin",http://d-nb.info/118632477,True,male,1733.0,1813.0,Deutschland (XA-DE),Schriftsteller + Pädagoge + Übersetzer + Dramatiker + Hochschullehrer,5.0
168,"Müller, Methusalem",http://d-nb.info/117602418,True,male,1771.0,1837.0,Deutschland (XA-DE),Schriftsteller + Redakteur + Übersetzer + Jurist,4.0
169,"Ribbeck, Wilhelm",http://d-nb.info/1045716707,True,male,1793.0,1843.0,Deutschland (XA-DE),Offizier + Schriftsteller,2.0
171,"Bürde, Samuel Gottlieb",https://d-nb.info/gnd/117083682,True,male,1753.0,1831.0,Deutschland (XA-DE),Schriftsteller + Übersetzer,2.0
173,"Niemeyer, August Hermann",http://d-nb.info/118786199,True,male,1754.0,1828.0,Deutschland (XA-DE),Evangelischer Theologe + Pädagoge + Hochschullehrer + Direktor + Schriftsteller + Kirchenlieddichter + Librettist + Selbstverleger,8.0
174,"Haug, Johann Christoph Friedrich",http://d-nb.info/118973649,True,male,1761.0,1829.0,Deutschland (XA-DE),Schriftsteller + Beamter + Übersetzer + Redakteur + Bibliothekar + Librettist,6.0
175,"Dinter, [Gustav?]",(?) http://d-nb.info/118525816,True,male,1760.0,1831.0,Deutschland (XA-DE) + Russland (XA-RU),Schriftsteller + Evangelischer Theologe + Pädagoge + Lehrer,4.0
179,"Giesebrecht, Ludwig",http://d-nb.info/100286062,True,male,1792.0,1873.0,Deutschland (XA-DE),Pädagoge + Historiker + Schriftsteller + Abgeordneter,4.0
183,"Lappe, Karl",http://d-nb.info/119282739,True,male,1773.0,1843.0,Deutschland (XA-DE),Lehrer + Schriftsteller + Lyriker,3.0
185,"Bürger, Gottfried August",http://d-nb.info/118517104,True,male,1747.0,1794.0,Deutschland (XA-DE),Schriftsteller + Übersetzer + Lyriker + Philologe + Jurist + Hochschullehrer + Freimaurer + Librettist,8.0
190,"Zimmermann, Johann Georg",,False,,,,,,
191,"Uechtritz, Friedrich von",http://d-nb.info/118963813,True,male,1800.0,1875.0,Deutschland (XA-DE),Jurist + Schriftsteller,2.0
193,"Collin, Heinrich Joseph von",http://d-nb.info/11852156X,True,male,1771.0,1811.0,Österreich (XA-AT) + Deutschland (XA-DE),Schriftsteller + Dramatiker,2.0
207,"Oelßner, J. E.",(?) http://d-nb.info/1045065250,True,male,,,Deutschland (XA-DE),Prediger + Autor + Lyriker,3.0
211,"Voß, Johann Heinrich",https://d-nb.info/gnd/118627910,True,male,1751.0,1826.0,Deutschland (XA-DE),Schriftsteller + Philologe + Übersetzer + Kritiker + Rektor,5.0
223,"Kosegarten, Carl Theodor",,False,,,,,,
225,"Schlegel, Johann Adolph",http://d-nb.info/118607995,True,male,1721.0,1793.0,Deutschland (XA-DE),Schriftsteller + Evangelischer Theologe + Pfarrer + Konsistorialrat + Superintendent + Kirchenlieddichter + Historiker + Bibliothekar,8.0
227,Harmsen,,False,,,,,,
230,"Schmidt, Karl Christian Gottlieb",http://d-nb.info/104117354,True,male,1776.0,,Deutschland (XA-DE),Philologe + Klassischer Philologe + Mathematiker + Pädagoge + Gymnasiallehrer + Biograf,6.0
237,"Stäudlin, Gotthold Friedrich",http://d-nb.info/117202991,True,male,1758.0,1796.0,Deutschland (XA-DE),Schriftsteller,1.0
238,"Hagedorn, Friedrich von",http://d-nb.info/118700421,True,male,1708.0,1754.0,Deutschland (XA-DE),Schriftsteller + Jurist + Philosoph,3.0
239,Nikolay,,False,,,,,,
241,"Neukirch, Benjamin",http://d-nb.info/118785990,True,male,1665.0,1729.0,Deutschland (XA-DE),Schriftsteller + Hochschullehrer + Hofmeister + Jurist,4.0
243,Degen,,False,,,,,,
248,"Noack, Christian Ludwig",http://d-nb.info/1044196165,True,male,1767.0,1821.0,Deutschland (XA-DE),Lehrer + Theologe + Schriftsteller,3.0
249,"Seume, Johann Gottfried",http://d-nb.info/118613480,True,male,1763.0,1810.0,Deutschland (XA-DE),Schriftsteller + Lektor + Privatlehrer + Soldat,4.0
252,"Jacobs, Friedrich",http://d-nb.info/117039225,True,male,1795.0,1833.0,Deutschland (XA-DE),Arzt + Schriftsteller,2.0
255,"Apel, Johann August",http://d-nb.info/116315865,True,male,1771.0,1816.0,Deutschland (XA-DE),Jurist + Schriftsteller + Librettist + Bibliothekar,4.0
260,"Werthes, Friedrich August Clemens",http://d-nb.info/11730767X,True,male,1748.0,1817.0,Deutschland (XA-DE),Schriftsteller + Übersetzer + Romancier,3.0
261,"Hohlfeld, Christoph Christian",(?) http://d-nb.info/135288762,True,male,1776.0,1849.0,Deutschland (XA-DE),Jurist + Librettist,2.0
263,"Assprung, Johann Michael",,False,,,,,,
266,"Bandemer, Susanne von",http://d-nb.info/116048174,True,female,1751.0,1828.0,Deutschland (XA-DE),Schriftstellerin + Lyrikerin,2.0
267,"Pfeffel, Gottlieb Konrad",http://d-nb.info/118740709,True,male,1736.0,1809.0,Deutschland (XA-DE) + Frankreich (XA-FR) + Schweiz (XA-CH),Schriftsteller + Pädagoge,2.0
268,"Seckendorff, Leo von",http://d-nb.info/100272053,True,male,1775.0,1809.0,Deutschland (XA-DE) + Österreich (XA-AT),Schriftsteller + Politiker + Regierungsrat + Kämmerer + Übersetzer,5.0
270,"Kleist, Christian Ewald von",http://d-nb.info/118723499,True,male,1715.0,1759.0,Deutschland (XA-DE),Schriftsteller + Offizier + Major,3.0
271,"Gleim, Johann Wilhelm Ludwig",http://d-nb.info/118717758,True,male,1719.0,1803.0,Deutschland (XA-DE),Schriftsteller + Lehrer + Sekretär + Übersetzer + Kanoniker,5.0
272,"Muth, Joseph",http://d-nb.info/1044611065,True,male,1788.0,1866.0,Deutschland (XA-DE),Lehrer + Pfarrer + Autor,3.0
275,"Klopstock, Friedrich Gottlieb",http://d-nb.info/118563386,True,male,1724.0,1803.0,Deutschland (XA-DE),Schriftsteller + Dramatiker + Lyriker + Literaturwissenschaftler + Privatlehrer + Librettist,6.0
276,Werdomar/Kerding/Darmond,,False,,,,,,
277,"Hinsberg, Joseph von",http://d-nb.info/10022203X,True,male,1764.0,1830.0,Deutschland (XA-DE),Jurist,1.0
279,"Wyß, Johann Rudolph, der Ältere",http://d-nb.info/11734964X,True,male,1763.0,1845.0,Schweiz (XA-CH) + Deutschland (XA-DE),Pfarrer,1.0
281,"Koch, Johann Adam",http://d-nb.info/124157475,True,male,1777.0,1820.0,Deutschland (XA-DE),Schriftsteller,1.0
282,"Geib, Karl",http://d-nb.info/116494360,True,male,1777.0,1852.0,Deutschland (XA-DE),Schriftsteller + Verwaltungsbeamter + Jurist + Offizier,4.0
285,Thill,,False,,,,,,
296,"Treitschke, Karl",(?) http://d-nb.info/136423396,True,,1783.0,1855.0,Deutschland (XA-DE),Jurist + Schriftsteller,2.0
301,"Gerhard, Wilhelm",https://d-nb.info/gnd/118690728,True,male,1780.0,1858.0,Deutschland (XA-DE),Dramaturg + Kaufmann + Übersetzer + Dramatiker + Lyriker + Schriftsteller,6.0
304,"Schmit, Friedrich",(?) http://d-nb.info/143588125,True,male,1744.0,1814.0,Deutschland (XA-DE),Schriftsteller + Übersetzer + Lehrer,3.0
306,"Birken, Siegmund von",http://d-nb.info/118511270,True,male,1626.0,1681.0,Deutschland (XA-DE),Schriftsteller + Erzieher + Hofmeister,3.0
307,Gerber,,False,,,,,,
309,"Hohenhausen, Elise von",,False,,,,,,
311,"Besseldt, Karl",http://d-nb.info/116154578,True,male,1784.0,1824.0,Deutschland (XA-DE),Lehrer,1.0
319,"Sachs, Hans",http://d-nb.info/118604597,True,male,1494.0,1576.0,Deutschland (XA-DE),Meistersinger + Schriftsteller + Schuhmacher + Dramatiker + Librettist + Komponist,6.0
320,"Magenau, Rudolph Friedrich Heinrich",http://d-nb.info/116661003,True,male,1767.0,1846.0,Deutschland (XA-DE),Pfarrer + Schriftsteller,2.0
322,"Sermage, Jean Pierre von",,False,,,,,,
323,"Bockshammer, Johann Christian",https://d-nb.info/gnd/141914793,True,male,1733.0,1804.0,Deutschland (XA-DE),Theologe + Schriftsteller,2.0
324,Lemke,,False,,,,,,
328,"Neuffer, Christian Ludwig",http://d-nb.info/119044706,True,male,1769.0,1839.0,Deutschland (XA-DE),Schriftsteller + Lyriker + Pfarrer,3.0
330,"Cannaval, Michael von",https://d-nb.info/gnd/135707641,True,male,1799.0,1868.0,Deutschland (XA-DE),Philologe + Schriftsteller,2.0
332,"Kerner, Justinus",http://d-nb.info/118561545,True,male,1786.0,1862.0,Deutschland (XA-DE),Arzt + Schriftsteller + Librettist,3.0
333,"Petri, Friedrich Erdmann",http://d-nb.info/116134011,True,male,1776.0,1850.0,Deutschland (XA-DE),Evangelischer Theologe + Pädagoge + Konsistorialrat + Domkapitular + Prediger + Schriftsteller,6.0
337,"Zedlitz, Joseph Christian von",https://d-nb.info/gnd/118808346,True,male,1790.0,1862.0,Österreich (XA-AT),Schriftsteller + Schriftsteller + Offizier + Lyriker,4.0
347,"Pichler, Caroline",http://d-nb.info/118742361,True,female,1769.0,1843.0,Österreich (XA-AT),Schriftstellerin + Übersetzerin + Librettistin,3.0
350,"Maltiz, Friedrich Franz Apollonius",http://d-nb.info/104222735,True,male,1794.0,1857.0,Russland (XA-RU) + Deutschland (XA-DE) + Großbritannien (XA-GB) + USA (XD-US) + Niederlande (XA-NL),Diplomat + Schriftsteller + Übersetzer,3.0
359,"Heinel, Eduard Friedrich Richard",http://d-nb.info/17213157X,True,male,1798.0,1865.0,Deutschland (XA-DE) + Polen (XA-PL) + Russland (XA-RU),Prediger + Diakon + Schriftsteller + Pfarrer + Erzähler,5.0
362,"Tscherning, Andreas",http://d-nb.info/118802879,True,male,1611.0,1659.0,Deutschland (XA-DE),Schriftsteller + Philologe + Hochschullehrer + Kirchenlieddichter,4.0
363,"Zesen, Philipp von",http://d-nb.info/118636596,True,male,1619.0,1689.0,Deutschland (XA-DE),Schriftsteller + Übersetzer + Liederdichter,3.0
364,"Fülleborn, Georg Gustav",http://d-nb.info/100130313,True,male,1769.0,1803.0,Deutschland (XA-DE) + Polen (XA-PL),Philosoph + Philosoph + Philologe + Literaturwissenschaftler + Volkskundler + Lehrer + Pädagoge + Schriftsteller + Historiker + Redakteur + Herausgeber,11.0
369,"Weber, Veit",http://d-nb.info/104364211,True,male,,1483.0,Deutschland (XA-DE) + Schweiz (XA-CH),Schriftsteller + Liederdichter,2.0
372,"Petri, W. Freiherrn von",,False,,,,,,
375,"Beza, Theodor",http://d-nb.info/118662864,True,male,1519.0,1605.0,Frankreich (XA-FR) + Schweiz (XA-CH),Theologe + Reformator + Pfarrer + Hochschullehrer + Gymnasiallehrer + Kirchenvorstand,6.0
377,"Rötger, Gotthilf Sebastian",http://d-nb.info/115378480,True,male,1749.0,1831.0,Deutschland (XA-DE),Theologe + Philologe + Pädagoge,3.0
380,"Giesebrecht, Karl Heinrich",http://d-nb.info/101482612,True,male,1782.0,1832.0,Deutschland (XA-DE),Pädagoge + Gymnasiallehrer + Schriftsteller + Historiker,4.0
382,"Pyrker, Johann Ladislaus",http://d-nb.info/11874304X,True,male,1772.0,1847.0,Österreich (XA-AT) + Ungarn (XA-HU),Schriftsteller + Kirchenfürst,2.0
390,"Bolz, Thom.",,False,,,,,,
392,"Deinhardstein, Ludwig Franz",http://d-nb.info/116055448,True,male,1794.0,1859.0,Österreich (XA-AT),Schriftsteller,1.0
393,"Lang, Karl",,False,,,,,,
394,"Winkelmann, August",(?) https://d-nb.info/gnd/118806939,True,male,1780.0,1806.0,Deutschland (XA-DE),Arzt + Schriftsteller,2.0
397,"Bürger, Elise",http://d-nb.info/118517090,True,female,1769.0,1833.0,Deutschland (XA-DE),Schauspielerin + Dramatikerin,2.0
398,"Bube, Adolf",http://d-nb.info/116817275,True,male,1802.0,1873.0,Deutschland (XA-DE),Archivar + Museumsdirektor + Kunsthistoriker + Schriftsteller,4.0
399,"Weckherlin, Georg Rudolf",http://d-nb.info/118629840,True,male,1584.0,1653.0,Deutschland (XA-DE) + Großbritannien (XA-GB),Schriftsteller,1.0
402,"Fleming, Paul",http://d-nb.info/118533908,True,male,1609.0,1640.0,Deutschland (XA-DE) + Niederlande (XA-NL) + Estland (XA-EE),Schriftsteller + Lyriker + Kirchenlieddichter + Arzt,4.0
403,"Ehrhardt, Friedrich Wilhelm",http://d-nb.info/1037033264,True,male,1752.0,1820.0,Deutschland (XA-DE),Prediger + Erzieher + Privatgelehrter + Schriftsteller + Liederdichter,5.0
404,"Göckingk, Leopold Friedrich Günther",http://d-nb.info/118540084,True,male,1748.0,1828.0,Deutschland (XA-DE) + Polen (XA-PL),Schriftsteller + Beamter + Jurist + Selbstverlag,4.0
405,"Kästner, Abraham Gotthelf",http://d-nb.info/118714570,True,male,1719.0,1800.0,Deutschland (XA-DE),Mathematiker + Physiker + Schriftsteller + Hochschullehrer + Hofrat + Schriftsteller,6.0
408,"Schnerr, Johann Jakob",(?) http://d-nb.info/116844531,True,male,1788.0,1860.0,Deutschland (XA-DE),Buchbinder + Lehrer + Herausgeber + Kaufmann,4.0
412,"Gryphius, Andreas",http://d-nb.info/118543032,True,male,1616.0,1664.0,Deutschland (XA-DE),Schriftsteller + Librettist + Jurist,3.0
420,"Schottel, Georg",,False,,,,,,
426,"Schmidt von Lübeck, Georg Philipp",http://d-nb.info/117506095,True,male,1766.0,1849.0,Deutschland (XA-DE),Schriftsteller,1.0
428,"Reinhardt, Karl Heinrich Leopold",http://d-nb.info/116421258,True,male,1771.0,1824.0,Deutschland (XA-DE),Jurist + Schriftsteller,2.0
430,"Wagenau, Rud.",,False,,,,,,
431,"Uhse, Erdmann",http://d-nb.info/12481350X,True,male,1677.0,1730.0,Deutschland (XA-DE),Polyhistor + Gelehrter + Rektor,3.0
433,"Hell, Theodor",http://d-nb.info/118633716,True,male,1775.0,1856.0,Deutschland (XA-DE),Schriftsteller + Dramatiker + Theaterintendant + Jurist + Hofrat,5.0
436,"Heräus, Karl Gustav",http://d-nb.info/119511320,True,male,1671.0,1725.0,Österreich (XA-AT) + Deutschland (XA-DE),Numismatiker + Schriftsteller + Zeichner + Rat,4.0
438,"Gottsched, Johann Christoph",http://d-nb.info/118541013,True,male,1700.0,1766.0,Deutschland (XA-DE) + Russland (XA-RU),Schriftsteller + Philologe + Philosoph + Theaterkritiker + Dramatiker + Gelehrter + Übersetzer + Hochschullehrer,8.0
439,"Ramler, Karl Wilhelm",http://d-nb.info/119059614,True,male,1725.0,1798.0,Deutschland (XA-DE),Schriftsteller + Übersetzer + Philosoph + Arzt + Jurist + Lehrer + Librettist,7.0
440,"Uz, Johann Peter",http://d-nb.info/118625756,True,male,1720.0,1796.0,Deutschland (XA-DE),Schriftsteller,1.0
441,"Nassau-Saarbrücken, Wilhelm Fürst von",https://d-nb.info/gnd/12119311X,True,male,1718.0,1768.0,Deutschland (XA-DE),,
454,Friedrich II.,https://d-nb.info/gnd/118535749,True,male,1712.0,1786.0,Deutschland (XA-DE),König + Philosoph + Komponist + Schriftsteller,4.0
456,"Tiedge, Christoph August",http://d-nb.info/118904418,True,male,1752.0,1841.0,Deutschland (XA-DE),Schriftsteller + Lyriker + Philosoph + Reisender + Gesellschafter + Librettist,6.0
458,Gotthard,,False,,,,,,
478,"Calaminus, Anton",http://d-nb.info/1114519480,True,male,1808.0,1868.0,Deutschland (XA-DE),Pfarrer + Evangelischer Theologe + Historiker + Lehrer,4.0
481,"Fischer, Gottlob Nathanael",http://d-nb.info/100132936,True,male,1748.0,1800.0,Deutschland (XA-DE),Pädagoge + Schriftsteller + Selbstverleger + Pädagoge,4.0
482,"Sander, Johann David",http://d-nb.info/11892737X,True,male,1759.0,1825.0,Deutschland (XA-DE),Schriftsteller + Komponist + Buchhändler + Selbstverleger + Verleger + Musikverleger + Übersetzer + Musiker,8.0
483,"Schneider, Eulogius",http://d-nb.info/118609521,True,male,1756.0,1794.0,Deutschland (XA-DE) + Frankreich (XA-FR),Politiker + Katholischer Theologe + Religionsphilosoph + Schriftsteller,4.0
485,"Goethe, Johann Wolfgang",http://d-nb.info/118540238,True,male,1749.0,1832.0,Deutschland (XA-DE),Schriftsteller + Publizist + Politiker + Jurist + Naturwissenschaftler + Theaterintendant + Maler + Zeichner,8.0
500,"Benzel-Sternau, Christian Ernst von",http://d-nb.info/11612363X,True,male,1767.0,1849.0,Deutschland (XA-DE),Politiker + Schriftsteller,2.0
511,"Chezy, Wilhelmine Christiane",http://d-nb.info/119360659,True,female,1783.0,1856.0,Deutschland (XA-DE) + Schweiz (XA-CH),Schriftstellerin + Librettistin,2.0
513,"Heidenreich, Karl Heinrich",http://d-nb.info/100166962,True,male,1764.0,1801.0,Deutschland (XA-DE),Philosoph + Schriftsteller,2.0
527,"Motte-Fouqué, Friedrich de la",https://d-nb.info/gnd/118534556,True,male,1777.0,1843.0,Deutschland (XA-DE),Schriftsteller + Dramatiker + Übersetzer + Librettist,4.0
537,"Münscher, Wilhelm",(?) http://d-nb.info/124728030,True,male,1766.0,1814.0,Deutschland (XA-DE),Evangelischer Theologe + Konsistorialrat,2.0
541,"Kretschmann, Karl Friedrich",http://d-nb.info/100202640,True,male,1738.0,1809.0,Deutschland (XA-DE),Jurist + Amtsrichter + Schriftsteller,3.0
545,"Ratschky, Joseph Franz",http://d-nb.info/119101343,True,male,1757.0,1810.0,Österreich (XA-AT),Schriftsteller + Staatsrat,2.0
546,"Matthisson, Friedrich von",http://d-nb.info/118731890,True,male,1761.0,1831.0,Deutschland (XA-DE),Schriftsteller + Lyriker + Bibliothekar + Lehrer + Hofrat + Librettist,6.0
549,"Gedicke, Friedrich",http://d-nb.info/116478799,True,male,1754.0,1803.0,Deutschland (XA-DE),Pädagoge + Gymnasiallehrer + Rektor + Schriftsteller + Philologe + Pädagoge,6.0
550,"Gerning, Johann Jakob von",,False,,,,,,
554,"H., E. v.",,False,,,,,,
555,"Brun, Friederike",http://d-nb.info/118516051,True,female,1765.0,1835.0,Deutschland (XA-DE) + Dänemark (XA-DK),Schriftstellerin + Lyrikerin,2.0
556,"Sander, Lävin Christian",http://d-nb.info/1013560655,True,,1756.0,1819.0,,,
557,"Tilly, Johann Baptist",http://d-nb.info/117384313,True,male,1754.0,1798.0,Deutschland (XA-DE) + Österreich (XA-AT),Schauspieler + Schriftsteller + Dramatiker,3.0
558,"Knebel, Karl Ludwig",http://d-nb.info/118777505,True,male,1744.0,1834.0,Deutschland (XA-DE),Schriftsteller + Übersetzer + Offizier + Hofmeister,4.0
559,"Capecce-Latro, Joseph",,False,,,,,,
563,N. zu Weimar,,False,,,,,,
568,"Müchler, Karl",http://d-nb.info/117147443,True,male,1763.0,1857.0,Deutschland (XA-DE) + Polen (XA-PL),Schriftsteller + Lyriker + Jurist,3.0
571,"Becker, Friedrich",,False,,,,,,
577,"Blumenhagen, Wilhelm",http://d-nb.info/116208716,True,male,1781.0,1839.0,Deutschland (XA-DE),Schriftsteller + Arzt + Freimaurer,3.0
582,"Kollmann, Ignaz",http://d-nb.info/115747745,True,male,1775.0,1837.0,Österreich (XA-AT) + Italien (XA-IT),Übersetzer + Schriftsteller + Librettist + Dramatiker + Maler + Sekretär,6.0
584,"W…r, Ph. H.",,False,,,,,,
585,"Holstein-Oldenburg, Georg von",,False,,,,,,
590,"Blomberg, Alexander von",http://d-nb.info/116204079,True,male,1788.0,1813.0,Deutschland (XA-DE),Schriftsteller + Lyriker + Dramatiker + Offizier,4.0
595,"Theremin, Franz",(?) http://d-nb.info/117302732,True,male,1780.0,1846.0,Deutschland (XA-DE),Dompropst + Evangelischer Theologe + Autor + Hofprediger,4.0
598,"Eberhard, Heinrich August",,False,,,,,,
599,"Rese, Johann Karl August",http://d-nb.info/116449179,True,male,1783.0,1847.0,Deutschland (XA-DE),Schriftsteller + Prediger,2.0
