year,06_03_Gattungen_Ballade,06_03_Gattungen_Rollengedicht,06_03_Gattungen_Lied,06_03_Gattungen_Keine Gattung,06_04_Haeufigste_Stoffgebiete_Militär/Krieg,06_04_Haeufigste_Stoffgebiete_Politik,06_04_Haeufigste_Stoffgebiete_Religion,06_04_Haeufigste_Stoffgebiete_Tod,06_05_Entitaeten_Bekanntes Individuum,06_05_Entitaeten_Unbekanntes Individuum,06_05_Entitaeten_Kollektiv,06_05_Entitaeten_Nicht-menschliche Entität,06_06_Behandelte_Epochen_vor 500,06_06_Behandelte_Epochen_500 bis 1499,06_06_Behandelte_Epochen_ab 1500,06_07_Deutungen_Heroismus,06_07_Deutungen_Nationalismus,06_07_Deutungen_Religiosität,06_08_Geschichtstheorie_Geschichtstheorie,06_08_Geschichtstheorie_Überlieferung,06_08_Geschichtstheorie_Geschichtsauffassung,06_09_Geschichtsmarker_gesamt_Alle Marker,06_09_Geschichtsmarker_gesamt_Marker im Text,06_09_Geschichtsmarker_gesamt_Marker im Titel,06_10_Konkretheit_in hohem Maß konkret,06_10_Konkretheit_in mittlerem Maß konkret,06_10_Konkretheit_in geringem Maß/<br>gar nicht konkret
1865,0.6299298562196128,0.0777587649696457,0.0611644730063549,0.2102658229809395,0.3175565877925845,0.1225958510139574,0.093993965311261,0.0905076120891755,0.5366653917115876,0.126295443619598,0.282893916807552,0.0541452478612624,0.166973995621196,0.3156525972148745,0.5146394049436325,0.3136064086535415,0.1347057734380031,0.1603115294607558,0.0207759366684426,0.2492531290654389,0.0562170042899325,2.2190418911763117,2.132023981234243,0.7230291699741208,0.8313588753484465,0.1527053390401775,0.0159357856113758
1866,0.5983106795255061,0.0726309816619047,0.0625123819903944,0.2294247809851305,0.3247141707062209,0.124365116552538,0.0850487029831884,0.0891469764097538,0.533777907455577,0.1233819994667586,0.2918499619605823,0.0509901311170822,0.1551525254797638,0.2996597557540035,0.54284524905996,0.3258398425492533,0.1673366374293929,0.1610770260477458,0.024269198099049,0.2535996999656168,0.0572147392047512,2.238449890823189,2.1516818680150434,0.7057156706547225,0.8083606584912598,0.1747438188639992,0.0168955226447412
1867,0.5616665870900491,0.1002995669444721,0.062523616844085,0.2266258358120768,0.3108254504747063,0.1239656464884437,0.100474661825872,0.0893499727109356,0.5316709068405208,0.1260099428595048,0.2876620615363724,0.0546570887636019,0.1554839002391215,0.2875195880077021,0.5548521047073489,0.3167999765209023,0.1752383102471046,0.1571623130024747,0.0292041049909818,0.2528553651833827,0.0553463666727885,2.2653030995585786,2.1693323281476093,0.7119651523003716,0.7940444177489148,0.1896121910729706,0.0163433911781146
1868,0.5413610013502153,0.1167471722062298,0.0671276485303091,0.2274471910443141,0.3118651804783908,0.125434216672588,0.1033126262325448,0.0918702560679013,0.5286548899806922,0.1267890993594975,0.2901528197049848,0.0544031909548254,0.146586005256558,0.2932076089339401,0.558203108967793,0.3122956020876685,0.1905155244505025,0.1620782231771566,0.030949114126307,0.247540937035883,0.0566508008658712,2.2890246560236203,2.1848848686490507,0.7101086903867192,0.7882480880446895,0.1977229518925413,0.0140289600627693
1869,0.5322374809652034,0.1202876991744917,0.068636298236378,0.2242557019112898,0.3138271462475337,0.1274741633409348,0.1054707450157933,0.0891968101617039,0.5269857051153906,0.1280836097410256,0.2874015480051811,0.0575291371384027,0.1528677229124761,0.2832807087422336,0.5620119360929923,0.3094755554816774,0.198025493819869,0.1599130762314323,0.0321014105385974,0.2473439975861646,0.0571391717573364,2.3041259367831555,2.199495326674372,0.7016357139657388,0.7754155516541599,0.2094117243652045,0.0151727239806358
1870,0.5269746687501086,0.1313423308174371,0.0761134718103699,0.2159139789695616,0.3131980632239421,0.1272262518654487,0.1048089286543163,0.0870244147248544,0.5301135502187433,0.1267129860973106,0.2859818116388753,0.0571916520450711,0.1574236002166084,0.2834874679938932,0.5553810598576719,0.3139626806540987,0.2221618547829669,0.1633912189376335,0.0341772644374875,0.2471972910146744,0.0538344054179426,2.315525170742567,2.217758839314767,0.7008209543002056,0.7686852918267593,0.2182838739028094,0.013030834270431
1871,0.5102305259670414,0.1431207607177186,0.0786540380976105,0.2184288954457212,0.3176136076517173,0.1242136923707815,0.10797869678756,0.0887378100246838,0.5204661383463282,0.1335405809652594,0.2881381730102574,0.0578551076781548,0.1549911574429466,0.2821928305733815,0.558615068715352,0.3057229623333417,0.2334808296273485,0.1642134917892351,0.0369940942307502,0.244177244821548,0.0514684206534742,2.31969646644589,2.2226898294067103,0.6978162343551009,0.7618630980689137,0.2267803440118536,0.0113565579192328
1872,0.4791986682648788,0.1736935233669943,0.0910358229775563,0.2138789773189944,0.3217015594825301,0.1176325572103408,0.1227143846620089,0.0883357133857927,0.5170443000782192,0.1333987792014398,0.2895892020250112,0.0599677186953294,0.1591515082333109,0.3046353952401766,0.5312018946556449,0.3134605469962938,0.2429804158314451,0.1673236079199177,0.0394255402744091,0.2431093927054083,0.0386360036005235,2.278696027354718,2.185095039563113,0.6871518168716406,0.7612780879548,0.2308410343248874,0.0078808777203127
1873,0.4696421255609795,0.1843706952698776,0.0975256349605828,0.2117893628613865,0.3236490417794747,0.11401599818328,0.1243525243482547,0.0895768350700964,0.5128983468721531,0.1369689878145242,0.2911549630905258,0.0589777022227969,0.1484657833424318,0.3263578546389298,0.5192128114424589,0.3189394510948187,0.2551794376663671,0.1657418598902938,0.0392975563925606,0.2538656289104061,0.0367480041750819,2.2809021776892133,2.1801939607428658,0.6797719924124571,0.7721509801071068,0.2193629198087746,0.0084861000841183
1874,0.500619744547126,0.1671228892466816,0.0833016512061207,0.2166718087298561,0.3252956427232187,0.1112616053583923,0.1208068728301241,0.0783011449927796,0.5224184736747497,0.1324690252372286,0.2896512075206884,0.0554612935673332,0.1285536158254792,0.3351067449035485,0.5306035057998474,0.3176753577290473,0.2326282668513024,0.1877313639517114,0.0392186937697902,0.2460450874535684,0.035315550541169,2.246220423980597,2.147305344602481,0.6756690691781816,0.789391646245132,0.201043236647288,0.00956511710758
1875,0.4927213253298138,0.1671601707121154,0.0928055269088068,0.2252966617769778,0.3326225531828692,0.1073672171762908,0.122478379376437,0.0721155566993046,0.5157618266698589,0.1312158949425131,0.2954864816884835,0.0575357966991442,0.1134890934916657,0.332106735245646,0.5477843091756199,0.3251122562389431,0.2459385746670846,0.1944579105991219,0.0397182959926806,0.2460492242859061,0.0336519455716329,2.2214562216838614,2.114738299330962,0.6718278131862063,0.7908272171585311,0.1992883498969571,0.0098844329445117
1876,0.5120438423146737,0.2019577246819806,0.0942478054243562,0.1926647929315366,0.3123149733679458,0.1088671980043067,0.1247517572466938,0.0719735626657842,0.5152794670721856,0.1356855181791128,0.2928564912577554,0.0561785234909459,0.1275345000456516,0.3739090951029378,0.4907075308070906,0.3090653884379488,0.1770854508686927,0.1797806711317684,0.041171954086337,0.2219892011041098,0.0329114469817931,2.232128250677259,2.126518478601589,0.7173398535310452,0.8164089045593123,0.1679843314082785,0.0156067640324091
1877,0.5323678906486028,0.2070938572544676,0.0931943219915184,0.1875444734006998,0.3024538710826863,0.1049278561077594,0.128900421712028,0.0724281926136713,0.5253132861733464,0.1368498950934885,0.2825749242276417,0.0552618945055233,0.1332820242834159,0.4030978220456828,0.455971026651791,0.2934718340744584,0.1371243023923517,0.1842307275974821,0.0407464931543782,0.2229737184527928,0.0292987458219539,2.2317509483949096,2.1184815428307395,0.7310827900222227,0.8425794775706975,0.1425870153197368,0.0148335071095657
1878,0.5540411691176417,0.1796376921585847,0.0976029203840404,0.1918105324904487,0.3095661047208645,0.110163735854596,0.1135649204163981,0.0692148308441147,0.5178150635560357,0.1382173820218488,0.284608447408496,0.0593591070136193,0.1320779072670342,0.4157701047474171,0.4430874654421819,0.3002003174102828,0.1375375914457776,0.1832101016110071,0.0384765276103036,0.2309368836570827,0.028082256600177,2.226859156162222,2.1150840912131352,0.7131486322415562,0.8471422176635941,0.1374854638810761,0.0153723184553298
1879,0.5565885708457549,0.1693047974953929,0.0926324151248933,0.1995451938553813,0.3094403560504769,0.1085885649282676,0.105428294162621,0.0692916333533243,0.5205283710661973,0.1352219039257135,0.2844857535519375,0.0597639714561514,0.1236944019691092,0.4087435604777396,0.4586415081430258,0.2996513825952532,0.1368582159115041,0.1793650902105042,0.0370682611855217,0.2347548817803,0.0297625235410521,2.2129529087352053,2.106447495369819,0.7016454090574817,0.8492413661179048,0.1350985247794824,0.015660109102613
1880,0.5407302602451514,0.1772135794751086,0.1028572783372282,0.2028650308166736,0.3118888948250449,0.1128724965590733,0.0980835279634974,0.0718519858583171,0.5204430370725157,0.1342723374079745,0.2873490807126444,0.0579355448068652,0.1236816841172062,0.4087150907454286,0.4585007453095568,0.2960721496094401,0.1384804886016871,0.1834274823382043,0.0363992079165299,0.2334477209019219,0.0301489982374056,2.2133439489110365,2.101692309399469,0.708752130664043,0.8401429421521955,0.1457257051688684,0.0141313526789364
1881,0.5332245864291252,0.1794937487707567,0.1132696675890607,0.2005382695621123,0.3077730582625494,0.1159412357571295,0.0933987334425775,0.0802096521425658,0.5170245786027807,0.1354288830538888,0.2873300335877753,0.0602165047555551,0.125350991519839,0.4059666142443857,0.460634868840275,0.293376448897653,0.1257208546663724,0.1832684053039224,0.0349325437640593,0.2379838056559678,0.0338372066964377,2.2198947741680333,2.101266899364449,0.7133695543215828,0.8347538695960155,0.1501165918046227,0.0151295385993619
1882,0.5350686851848465,0.1723040287389969,0.1099529762349643,0.204067683260543,0.3072877335111763,0.1140005495673785,0.0967869086710387,0.0776052067209274,0.5143341105459996,0.1355391208554151,0.2875764057909036,0.0625503628076813,0.1221583294344825,0.4070140882012944,0.4621806925574682,0.2921988448917323,0.1221592800575184,0.1877571133222917,0.0329268896276423,0.2368824645839474,0.0337445711027481,2.206425688165143,2.084451895081118,0.7144889063233583,0.8408673105252467,0.144747964049659,0.0143847254250943
1883,0.5128668425954138,0.1669023416832246,0.1051187261335469,0.2226611905626231,0.2837665941704192,0.1247777715026571,0.0885045357923509,0.086439452456548,0.5187825355425713,0.133517353139854,0.2761974318458689,0.0715026794717059,0.1302486873273282,0.3818088062481001,0.4784154149542203,0.2766402333336948,0.1252919694387678,0.1843367216146273,0.0354530089070409,0.2351452820414643,0.0361786472591293,2.225912898404388,2.099591810162153,0.7145544899439983,0.8264705834478359,0.1596343740447741,0.0138950425073899
1884,0.5130026166349981,0.1651621943271595,0.1077000482711382,0.2190000009041946,0.293987114194431,0.1270026622890663,0.0869396724380515,0.0951084673248156,0.5188269170276373,0.1453547951318974,0.2659011518696659,0.0699171359707995,0.1289799121056364,0.3736223276569032,0.4881140180114399,0.2676940822837399,0.1190104871376128,0.1781443242842887,0.031874024165316,0.2180078379659899,0.0398586753620168,2.210760320644924,2.0756441136365105,0.7302212921969254,0.82509288150121,0.1642498731188325,0.0106572453799576
1885,0.4490605022415154,0.1883627330056977,0.121147152747765,0.2323293328175099,0.297767214718128,0.1271165342458816,0.0724027321984826,0.1185783149250149,0.5218801380997838,0.1569484648219458,0.238953549800965,0.0822178472773055,0.1495545581124273,0.3387095875191144,0.5006998939066705,0.2396927223128094,0.1252132519612107,0.1567657321200002,0.0355563789176399,0.232935476426331,0.0399257670268505,2.2133196480892634,2.065653822236084,0.7435399045481216,0.8115621342649691,0.1763710846936733,0.0120667810413575
1886,0.4424306332541195,0.1884720950068893,0.1161987647719587,0.2386307606014344,0.3001921874656061,0.1201222313665921,0.0668035014565383,0.124489967431493,0.5172956297288047,0.1683544779368538,0.2365443486137947,0.0778055437205468,0.1497280087657722,0.3286541002063224,0.5108890691289287,0.2393819589538579,0.1260229797843318,0.1563796723662811,0.038784765881539,0.2436904624347537,0.0425575300846075,2.2011984209847872,2.049320589281449,0.7276126933501662,0.8079861701671953,0.1778611905025352,0.0141526393302692
1887,0.4320748039906145,0.1566237033376745,0.0940693428398056,0.2745766539637777,0.3026772271209501,0.11357976645147,0.0665477071369492,0.1386828286161701,0.5167259411208308,0.1712674116770406,0.2345919603966157,0.0774146868055127,0.1429477453169232,0.2966845624711984,0.5521157016385896,0.2389148686169556,0.1448894057460737,0.1658164962230819,0.0395765599718955,0.2603136037388288,0.0372505338150322,2.1538180210315168,1.991927794581912,0.7092625222045085,0.8100015610000264,0.1826057179926031,0.0073927210073703
1888,0.4271992126166801,0.1650948761757989,0.0945188076699733,0.2659489825833552,0.3106028131698669,0.1148834026444911,0.0661812665017224,0.1386411443517888,0.5182985722551505,0.1746034983918633,0.2255365452654181,0.081561384087568,0.1558283738915603,0.2622610449827307,0.5744285855737488,0.2419105832104996,0.1498202340531223,0.1575672385293476,0.0418370038226167,0.2563899283346951,0.0391869444546261,2.1328573685511145,1.976530221812398,0.7123822464584136,0.8045013318771083,0.1873117219388316,0.0081869461840601
1889,0.4053161294017302,0.1616407073029297,0.0826339417165937,0.2952192008268571,0.3153666893952651,0.1064584182930433,0.0577004975457328,0.1446993870452017,0.5379911694928737,0.1685049888592538,0.2205179992097963,0.0729858424380759,0.164845995665309,0.2348056640714842,0.5961549566481975,0.2387632787083776,0.1495847743221405,0.1635560674904397,0.042865576824314,0.2620761460334577,0.0461750064405319,2.1487665592399607,1.9900731861593586,0.7215689824695781,0.8040677113402014,0.1861760727267596,0.0097562159330389
1890,0.3936310148422313,0.1820229622236968,0.0806066601182466,0.2906230106611411,0.3231191918143602,0.1040851285933169,0.0566300241849183,0.1451638279196553,0.5382203512307318,0.1752887598077104,0.211465226508389,0.0750256624531688,0.1862482775589974,0.2177350815382652,0.5921647705360782,0.2375672319177038,0.1423992745937928,0.157127625310304,0.0451561239713509,0.2594630141919132,0.0427148447878965,2.141427536931256,1.974698832931054,0.7345334234403212,0.8066909302146967,0.1823632733001325,0.0109457964851708
1891,0.3878135894910086,0.1903513551570516,0.0700478098295925,0.2968762062594572,0.3172860666930166,0.091272246523983,0.0568245491192415,0.1438426317541518,0.5311748772872821,0.184899174849394,0.2092180388523759,0.0747079090109479,0.2146279357655464,0.2037203543369723,0.577944216315041,0.234469335400399,0.1389302829385147,0.1417288487104074,0.0465868107622386,0.2623685519590751,0.0439498548666539,2.159288704539838,1.9954877861813423,0.7306619540710991,0.815685847907648,0.1726705980693669,0.0116435540229851
1892,0.3668849991538337,0.1902736010393243,0.056000128172422,0.3336098262903059,0.3090892339700917,0.0952092091051492,0.054998750317281,0.1371301477356051,0.536024095852047,0.1857343765664024,0.2040802780925664,0.0741612494889844,0.2224455202812998,0.1817082333486519,0.5958462463700482,0.2495494766594894,0.1566578393530115,0.1473660784891777,0.0419420285760479,0.2657154249663244,0.0403836549777265,2.121601369501363,1.9767469789308292,0.7035543678268638,0.7949808242093345,0.1939170225694197,0.0111021532212456
1893,0.3567991536966656,0.1902421075020118,0.0552738703126545,0.3441341646102441,0.3012329376635856,0.1021270820216045,0.0455780160855677,0.152365007265235,0.5181397496299484,0.2065476527363585,0.2035388809456224,0.0717737166880705,0.2176926546711718,0.1894274540439143,0.5928798912849138,0.2577846131052054,0.1622417418628012,0.149223986664557,0.039496312895534,0.2873588684597261,0.0391393314722343,2.0978278708652445,1.9510741141850219,0.6882993726638464,0.7766173669332396,0.2132399255778847,0.0101427074888757
1894,0.361558111324807,0.1883074207047569,0.0541752996278978,0.3515280110736267,0.3154856368666643,0.0892674104929858,0.0448437854403936,0.1459873852443865,0.4971918432146185,0.2315113953034832,0.2112709395050337,0.0600258219768644,0.220838611966563,0.1974886789719586,0.5816727090614785,0.2511383346207008,0.1538307173947437,0.1370870426035672,0.0317754196866089,0.2886004224346599,0.0327263698933437,2.0726822594527547,1.9243362198615688,0.6756646194567636,0.778670766553607,0.2111324890072028,0.0101967444391901
1895,0.3626512926674218,0.1753730187951972,0.0484737643495069,0.3672196607239584,0.2962032184197683,0.0941467660402955,0.0371762535268987,0.1365304386729056,0.4952276290983176,0.2277135998791559,0.2174244671995322,0.0596343038229941,0.2310861971018932,0.1979274165229608,0.5709863863751458,0.2515035243937443,0.1717580951770586,0.1501111097478141,0.0362162327603578,0.3118066634856618,0.0284876915488525,2.060736653471197,1.9324368744096887,0.6613740028605303,0.7555843239587238,0.2247503480299837,0.0196653280112921
1896,0.3811358137845397,0.1507473390236055,0.0526301814543322,0.3872117753779075,0.2782040215883138,0.1083584813705151,0.0344238147731355,0.1363308977860134,0.465705294449122,0.2544270343614394,0.2324031493495033,0.0474645218399351,0.2279076679485911,0.231676620795503,0.5404157112559057,0.2568967736894844,0.1853359213290509,0.1547766187474622,0.0345121924433064,0.3033547027144508,0.0255104810421601,2.014228282426453,1.8911287888751998,0.6628326204989803,0.7385892153986835,0.2438979979132821,0.0175127866880343
1897,0.3891065420057298,0.1201308656083696,0.0437597889605118,0.4155876148561221,0.2642669799786548,0.1289615177829998,0.0437533309750996,0.1322189016478571,0.4786241431852994,0.2608503093001719,0.2146499198033669,0.0458756277111618,0.2083307833800761,0.2395738101830539,0.5520954064368697,0.2570193346974575,0.196057176223743,0.1572903983537691,0.0262654087551188,0.2995407307987429,0.0205401778032908,1.9922886714232872,1.8839117194034822,0.6527305000484516,0.7324873182767596,0.2533706318613388,0.0141420498619014
1898,0.4090263084506716,0.1038298715588211,0.0494315106072832,0.4036641817450514,0.2720182444419979,0.1285888741523811,0.045205123519259,0.1358749451831884,0.4720491776150881,0.2752665124059375,0.207022169685963,0.0456621402930111,0.1752555439554249,0.2642787586285824,0.5604656974159925,0.2527856031644587,0.1944178214085806,0.1618057571641567,0.028508096031235,0.2967244568865868,0.0264997518410869,1.9718477199371787,1.8612581097177445,0.6398223662664525,0.74147520231958,0.242466128883979,0.0160586687964409
1899,0.4189823099091008,0.0826158506287418,0.0484469254209414,0.4189932533329206,0.2516602685179278,0.128446077392324,0.0465558299778302,0.1290430431285432,0.4632485446257954,0.2895447725132579,0.2064744792686234,0.0407322035923233,0.1487030034333397,0.2933405709021936,0.5579564256644666,0.2421188901738995,0.2023231201922431,0.1558119352161852,0.0273295376413071,0.2966685272550356,0.0234529964722798,1.9646261322811216,1.852614778888916,0.6175745295780851,0.7399757417692593,0.2405703788775587,0.0194538793531819
1900,0.4836478630780522,0.0866043777504597,0.0453621256179212,0.3690980485756647,0.2737199539566181,0.1241138339861092,0.0512145649909069,0.1233296092513541,0.4496721085739105,0.3104442869802388,0.207174334667455,0.0327092697783956,0.1297892923780516,0.2794906532898626,0.5907200543320861,0.2481686503924557,0.1834022866705491,0.1398747565151394,0.0284362449390434,0.2835817385885128,0.0237571219499559,1.9211695992279758,1.8069412653747172,0.6122540192570801,0.7633136823524669,0.2164446551078216,0.0202416625397114
1901,0.4860099624190593,0.0855651637258078,0.0388580024297003,0.367291506053884,0.2916864964696436,0.1046480059480836,0.0587457594415947,0.1078491251889402,0.4316644728113515,0.302501250373062,0.234947634338459,0.0308866424771275,0.102396708958701,0.2857608057395255,0.6118424853017734,0.2270552663097875,0.1707824452512161,0.1496512973537924,0.0404744811713388,0.2849338634012785,0.0354524043478722,1.9404451148478452,1.8448298937775094,0.5927556337019562,0.7694105773897132,0.2068407415279758,0.0237486810823108
1902,0.5040474786002228,0.1048185813836178,0.0496084358372831,0.3346333448784068,0.3138328866645903,0.0930136521864649,0.0562831833409621,0.0982508105993819,0.4145434660280667,0.2999769725311771,0.2535907491206673,0.0318888123200886,0.0775682327329816,0.3159991444449874,0.606432622822031,0.2277015285802446,0.1588962094109934,0.1516182896455791,0.0429576295346762,0.260450693330364,0.0357233506523089,1.915886895626784,1.8258017223132905,0.5702181424192116,0.7920129451500759,0.1863205329564713,0.0216665218934527
1903,0.5405820064282431,0.1197988131421179,0.0507505568725364,0.2911309775809598,0.3505279435526193,0.0721713104187433,0.0619364517514773,0.0820227733662314,0.3809753024795568,0.3226824456439361,0.2644192537257091,0.0319229981507978,0.0689635725023901,0.3370129090628573,0.5940235184347525,0.2188094909376215,0.1235591066093147,0.1266277851807024,0.0423631829478165,0.2320277618579456,0.0434617616072691,1.9312447156430577,1.8421135201780265,0.56582843299488,0.8467090899869927,0.1325082733051092,0.0207826367078981
1904,0.5787722037281109,0.1167912892667106,0.0597468123826596,0.2555804182343075,0.3881239368000784,0.0583515910398114,0.0635836703432263,0.0486883823670706,0.3587558618919968,0.3370960338014523,0.2726222363338477,0.0315258679727029,0.0753064516355308,0.3185651909878167,0.6061283573766523,0.2175158464352035,0.10789598144207,0.1147723213526787,0.040427551570797,0.2075526089055318,0.042725824781233,1.8810550968309048,1.795441823349767,0.5367241458025488,0.864982325806624,0.1157475805217913,0.0192700936715846
1905,0.5922327124663405,0.1245138000128768,0.058275309394183,0.2417403991748651,0.3962867912762718,0.0588097430248106,0.0654774422827499,0.0394761051011651,0.355795803978806,0.3289267697122472,0.2835468626670117,0.031730563641935,0.0681519437897495,0.3156872549407435,0.6161608012695068,0.2278419694448845,0.1013710193732412,0.1123429372917071,0.039270917993091,0.1964495009612355,0.0427055372192412,1.8814931463318028,1.7702812816595423,0.5333739209024704,0.8742156422530257,0.107607013202978,0.018177344543996
1906,0.5601442923860337,0.1510403216697313,0.0679010118578662,0.2481368455183854,0.4088743571395828,0.0398696632106938,0.0595358496505147,0.0394895241248563,0.3258175977328671,0.3350879721975854,0.2977672488723616,0.0413271811971857,0.0577854643643253,0.3104873318219451,0.6317272038137296,0.2214230682563786,0.0976894347982418,0.1075630046465749,0.0367097593382775,0.1959287593294128,0.0452056149151458,1.8563412321029695,1.7253596635700348,0.4984760605730871,0.8774060853207271,0.1136792322942199,0.0089146823850529
